Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Gadd45b,"AI323528; Myd118","growth arrest and DNA-damage-inducible 45 beta","Primary mouse embryo fibroblasts (MEFs) from Gadd45b null mice proliferate slowly, accumulate increased levels of DNA damage, and senesce prematurely.","NF-κB related gene","Mus musculus","Gadd45b deficiency promotes premature senescence and skin aging",10.18632/oncotarget.8854,mmu04064,"NF-kappa B signaling pathway",17873
Gadd45g,"CR; CR6; DDIT2","growth arrest and DNA-damage-inducible 45 gamma","Gadd45γ expression regulates cognitive abilities and synapse-to-nucleus communication and suggest Gadd45γ dysfunction as a potential mechanism contributing to age-related cognitive impairments.","NF-κB related gene","Mus musculus","Mimicking Age-Associated Gadd45γ Dysregulation Results in Memory Impairments in Young Adult Mice",10.1523/JNEUROSCI.1621-19.2019,mmu04064,"NF-kappa B signaling pathway",23882
Gapdh,"Ga; Gapd","glyceraldehyde-3-phosphate dehydrogenase","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) displays immunomodulation function.",others,"Mus musculus","Ishemia-reperfusion enhances GAPDH nitration in aging skeletal muscle",10.18632/aging.100394,mmu04066,"HIF-1 signaling pathway",14433
Gclc,"Gamma-Glutamylcysteine Synthetase","glutamate-cysteine ligase, catalytic subunit",ATP?+?L-cysteine?+?L-glutamate?=?ADP?+?H+?+?L-γ-glutamyl-L-cysteine?+?phosphate.,"loss of proteostasis","Mus musculus","Cloning/brain localization of mouse glutamylcysteine synthetase heavy chain mRNA",10.1126/science.1102699,unknown,Unknown,14629
Gclm,"Glutamate--Cysteine Ligase Regulatory Subunit","glutamate-cysteine ligase, modifier subunit","This protein is involved in step 1 of the subpathway that synthesizes glutathione from L-cysteine and L-glutamate. Proteins known to be involved in the 2 steps of the subpathway in this organism are: Glutamate--cysteine ligase catalytic subunit (Gclc), Glutamate--cysteine ligase regulatory subunit (Gclm) Glutathione synthetase (Gss), Glutathione synthetase (Gss), Glutathione synthetase (Gss) This subpathway is part of the pathway glutathione biosynthesis, which is itself part of Sulfur metabolism. View all proteins of this organism that are known to be involved in the subpathway that synthesizes glutathione from L-cysteine and L-glutamate, the pathway glutathione biosynthesis and in Sulfur metabolism.","loss of proteostasis","Mus musculus","Molecular cloning and sequencing of the cDNA encoding mouse glutamate-cysteine ligase regulatory subunit",10.1126/science.1102700,unknown,Unknown,14630
Gdf11,"Bone Morphogenetic Protein 11","growth differentiation factor 11","Secreted signal that acts globally to specify positional identity along the anterior/posterior axis during development.",others,"Mus musculus","GDF11 forms a bone morphogenetic protein 1-activated latent complex that can modulate nerve growth factor-induced differentiation of PC12 cells",10.1126/science.1102701,unknown,Unknown,14561
Gh1,"Gh-n; Ghn; Gh; hgh-n","growth hormone","GH1 levels decline with age in humans and may contribute to loss of body mass.","cellular senescence","Mus musculus","Reduced insulin/IGF-1 Signalling and Human Longevity",10.1126/science.1102702,unknown,Unknown,14599
Ghr,"Ghbp; Ghip","growth hormone receptor","Receptor for pituitary gland growth hormone involved in regulating postnatal body growth.","loss of proteostasis","Mus musculus","Effects of Rapamycin on Growth Hormone Receptor Knockout Mus musculus",10.1126/science.1102703,mmu04935,"Growth hormone synthesis, secretion and action",14600
Ghrh,"Somatocrinin; Sermorelin","growth hormone releasing hormone","This gene encodes a member of the glucagon family of proteins. The encoded preproprotein is produced in the hypothalamus and cleaved to generate the mature factor, known as somatoliberin, which acts to stimulate growth hormone release from the pituitary gland.","loss of proteostasis","Mus musculus","Growth Hormone Deficiency: Health and Longevity",10.1126/science.1102704,mmu04935,"Growth hormone synthesis, secretion and action",14601
Ghrhr,Ighd4,"growth hormone releasing hormone receptor","GHRHR is mostly expressed in the pituitary and functions as the receptor for?GHRH. Different splice variants appear to exist. Knock-out mice without GHRHR, called little mice, live about 25% longer than controls, but it is unclear whether their ageing process is delayed.","deregulated nutrient sensing","Mus musculus","Familial Dwarfism Due to a Novel Mutation of the Growth Hormone-Releasing Hormone Receptor Gene",10.1126/science.1102705,mmu04935,"Growth hormone synthesis, secretion and action",14602
Gpx1,"Gshpx1; Gpxd","glutathione peroxidase 1","The protein encoded by this gene belongs to the glutathione peroxidase family, members of which catalyze the reduction of organic hydroperoxides and hydrogen peroxide (H2O2) by glutathione, and thereby protect cells against oxidative damage.","deregulated nutrient sensing","Mus musculus","Development of Insulin Resistance and Obesity in Mice Overexpressing Cellular Glutathione Peroxidase",10.1126/science.1102706,unknown,Unknown,14775
Gpx4,"Phospholipid Hydroperoxide Glutathione Peroxidase","glutathione peroxidase 4","Essential antioxidant peroxidase that directly reduces phospholipid hydroperoxide even if they are incorporated in membranes and lipoproteins.",others,"Mus musculus","The selenoprotein GPX4 is essential for mouse development and protects from radiation and oxidative damage insults",10.1126/science.1102707,unknown,Unknown,625249
Grb2,"Protein Ash; Ash","growth factor receptor bound protein 2","The protein encoded by this gene binds the epidermal growth factor receptor and contains one SH2 domain and two SH3 domains.","deregulated nutrient sensing","Mus musculus","Murine Models of Life Span Extension",10.1126/science.1102708,mmu04910,"Insulin signaling pathway",14784
Grn,Progranulin,granulin,"Secreted protein that acts as a key regulator of lysosomal function and as a growth factor involved in inflammation, wound healing and cell proliferation.",others,"Mus musculus","Purification of an autocrine growth factor homologous with mouse epithelin precursor from a highly tumorigenic cell line",10.1126/science.1102709,unknown,Unknown,14824
Gsk3a,"Serine/Threonine-Protein Kinase GSK3A","glycogen synthase kinase 3 alpha","Constitutively active protein kinase that acts as a negative regulator in the hormonal control of glucose homeostasis, Wnt signaling and regulation of transcription factors and microtubules, by phosphorylating and inactivating glycogen synthase (GYS1 or GYS2), CTNNB1/beta-catenin, APC and AXIN1.","deregulated nutrient sensing","Mus musculus","Role that phosphorylation of GSK3 plays in insulin and Wnt signalling defined by knockin analysis",10.1126/science.1102710,unknown,Unknown,606496
Gsk3b,"Gsk-3 Beta;","glycogen synthase kinase 3 beta","Involved in development and metabolism, GSK3B may also play a role in cell survival. GSK3B null mice die at embryonic stages.",others,"Mus musculus","Decreased Nuclear Beta-Catenin, Tau Hyperphosphorylation and Neurodegeneration in GSK-3beta Conditional Transgenic Mus musculus",10.1126/science.1102711,mmu04910,"Insulin signaling pathway",56637
Gsr,"Glutathione-Disulfide Reductase ;","glutathione reductase","GSR is involved in redox regulation and oxidative defence.",others,"Mus musculus","Glyoxalase 1 and Glutathione Reductase 1 Regulate Anxiety in Mice",10.1126/science.1102712,unknown,Unknown,14782
Gss,"GSH Synthetase","glutathione synthetase",ATP?+?glycine?+?L-γ-glutamyl-L-cysteine?=?ADP?+?glutathione?+?H+?+?phosphate.,others,"Mus musculus","A single mouse glutathione synthetase gene encodes six mRNAs with different 5' ends",10.1126/science.1102713,unknown,Unknown,14854
Gsta4,Gta4,"glutathione S-transferase, alpha 4","GSTA4 is part of the glutathione system involved in oxidative protection. Expression of GSTA4 increases in the aged rat cerebral cortex.","altered intercellular communication","Mus musculus","Glutathione S-transferase Isoenzymatic Response to Aging in Rat Cerebral Cortex and Cerebellum",10.1126/science.1102714,unknown,Unknown,14860
Gstp1,"GST Class-Pi","glutathione S-transferase, pi 1","Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Involved in the formation of glutathione conjugates of both prostaglandin A2 (PGA2) and prostaglandin J2 (PGJ2). Participates in the formation of novel hepoxilin regioisomers. Regulates negatively CDK5 activity via p25/p35 translocation to prevent neurodegeneration.","epigenetic alterations","Mus musculus","A cDNA sequence coding a class pi glutathione S-transferase of mouse",10.1126/science.1102715,unknown,Unknown,14870
Gtf2h2,"TFIIH Basal Transcription Factor Complex P44 Subunit","general transcription factor II H, polypeptide 2","Component of the general transcription and DNA repair factor IIH (TFIIH) core complex, which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II. In NER, TFIIH acts by opening DNA around the lesion to allow the excision of the damaged oligonucleotide and its replacement by a new DNA fragment. In transcription, TFIIH has an essential role in transcription initiation. When the pre-initiation complex (PIC) has been established, TFIIH is required for promoter opening and promoter escape. Phosphorylation of the C-terminal tail (CTD) of the largest subunit of RNA polymerase II by the kinase module CAK controls the initiation of transcription. The N-terminus of GTF2H2 interacts with and regulates XPD whereas an intact C-terminus is required for a successful escape of RNAP II form the promoter.","epigenetic alterations","Mus musculus","Genomic sequence analysis of the mouse Naip gene array",10.1126/science.1102716,unknown,Unknown,23894
H2-D2,H-2D2,"histocompatibility 2, D region locus 2","H2-D2 expression is associated with differential CG and non-CG promoter methylation across the central nervous system regions, ages, and between sexes, and concomitant increased expression of proinflammatory genes.","epigenetic alterations","Mus musculus","CNS-wide Sexually Dimorphic Induction of the Major Histocompatibility Complex 1 Pathway With Aging",10.1093/gerona/glv232,unknown,Unknown,110536
H2-K1,"H-2K; H2-K; H2-D1","histocompatibility 2, K1, K region","H2-K1 expression is associated with differential CG and non-CG promoter methylation across the central nervous system regions, ages, and between sexes, and concomitant increased expression of proinflammatory genes.","epigenetic alterations","Mus musculus","CNS-wide Sexually Dimorphic Induction of the Major Histocompatibility Complex 1 Pathway With Aging",10.1093/gerona/glv232,mmu04218,"Cellular senescence",14972
H2ax,H2afx,"H2A.X variant histone","Histones such as H2AFX are part of the nucleosome, which consists of DNA wrapped around histones. H2AFX has been involved in DNA repair together with, among others,?NBN?and?TP53.","genomic instability","Mus musculus","Genomic Instability in Mice Lacking Histone H2AX",10.1126/science.1102717,unknown,Unknown,15270
